Tenure in Months,Offer,Monthly Charge,Total Charges,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Contract,Paperless Billing,Customer Status,Churn Category
1,Offer B,45.35,45.35,Yes,No,No,No,No,Month-to-Month,No,Joined,Competitor
34,Offer B,40.55,1325.85,Yes,No,No,No,Yes,Two Year,Yes,Stayed,Competitor
15,Offer B,29.7,438.25,Yes,No,No,No,Yes,Month-to-Month,Yes,Churned,Competitor
2,Offer B,80.65,144.15,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
6,Offer B,19.7,94.45,No,No,No,No,No,One Year,No,Stayed,Competitor
66,Offer B,106.05,6981.35,Yes,Yes,No,Yes,No,Two Year,Yes,Churned,Dissatisfaction
3,Offer B,20.85,60.65,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
72,Offer B,95.1,6843.15,Yes,Yes,Yes,No,No,Two Year,Yes,Stayed,Competitor
10,Offer B,60.95,629.55,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
1,Offer B,50.45,50.45,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
47,Offer B,63.8,3007.25,Yes,No,Yes,No,Yes,Two Year,No,Stayed,Competitor
22,Offer B,56.75,1304.85,Yes,No,No,Yes,Yes,Two Year,No,Stayed,Competitor
31,Offer B,103.45,3066.45,Yes,No,Yes,Yes,No,One Year,Yes,Churned,Dissatisfaction
39,Offer C,81.5,3107.3,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
30,Offer B,50.4,1527.5,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Attitude
12,Offer B,20.1,232.4,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
10,Offer B,86.65,856.65,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
45,Offer B,75.15,3480.35,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
18,Offer B,99.4,1742.95,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Attitude
70,Offer A,60.35,4138.7,Yes,No,Yes,Yes,Yes,One Year,No,Stayed,Competitor
72,Offer A,65.2,4784.45,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
12,Offer D,99.7,1238.45,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Churned,Price
3,Offer B,19.3,54.7,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
4,Offer B,77.95,305.55,Yes,No,Yes,No,No,Month-to-Month,No,Churned,Competitor
6,Offer B,20.15,130.5,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
61,Offer B,94.2,5895.45,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
42,Offer B,105.2,4599.15,Yes,Yes,No,Yes,No,One Year,Yes,Stayed,Competitor
1,Offer E,50.75,50.75,Yes,Yes,No,No,No,Month-to-Month,Yes,Joined,Competitor
45,Offer B,42.3,1840.75,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
8,Offer E,66.05,574.5,Yes,Yes,No,No,Yes,Month-to-Month,No,Stayed,Competitor
14,Offer D,69.65,921.4,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
18,Offer D,68.35,1299.8,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
43,Offer B,25.7,1188.2,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
27,Offer B,48.7,1421.75,Yes,Yes,No,No,No,One Year,No,Stayed,Competitor
18,Offer D,74.15,1345.75,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
5,Offer E,24.95,100.4,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
52,Offer B,84.05,4326.8,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
3,Offer B,20.0,49.65,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
23,Offer B,49.7,1081.25,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
17,Offer D,24.1,409.9,No,No,No,No,No,Month-to-Month,No,Churned,Price
20,Offer B,20.35,393.15,No,No,No,No,No,One Year,No,Stayed,Competitor
31,Offer C,96.6,2877.95,Yes,No,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,20.3,20.3,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
35,Offer B,20.2,684.4,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
6,Offer E,40.55,217.5,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
2,Offer B,75.55,166.3,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
14,Offer D,20.4,275.7,No,No,No,No,No,One Year,No,Stayed,Competitor
63,Offer B,90.45,5825.5,Yes,No,Yes,No,No,One Year,No,Stayed,Competitor
68,Offer A,107.7,7320.9,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
3,Offer B,74.5,217.45,Yes,No,No,No,No,Month-to-Month,No,Joined,Competitor
58,Offer B,80.65,4807.35,Yes,No,No,No,Yes,Month-to-Month,No,Stayed,Competitor
19,Offer B,106.6,1934.45,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Churned,Dissatisfaction
1,Offer E,-9.0,45.8,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
24,Offer B,96.55,2263.45,Yes,No,No,Yes,No,Two Year,Yes,Stayed,Competitor
18,Offer B,85.2,1553.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
51,Offer B,76.4,3966.3,Yes,Yes,No,No,Yes,One Year,Yes,Stayed,Competitor
45,Offer B,78.8,3597.5,Yes,Yes,Yes,Yes,No,One Year,No,Stayed,Competitor
61,Offer B,59.8,3641.5,Yes,Yes,Yes,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer E,20.2,20.2,No,No,No,No,No,Month-to-Month,Yes,Churned,Price
33,Offer B,53.75,1857.3,Yes,No,Yes,No,Yes,One Year,Yes,Stayed,Competitor
2,Offer B,-7.0,84.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
8,Offer B,20.15,156.25,No,No,No,No,No,Month-to-Month,No,Churned,Price
26,Offer B,19.65,494.9,No,No,No,No,No,Two Year,No,Stayed,Competitor
23,Offer B,75.0,1778.5,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,44.65,44.65,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Churned,Competitor
2,Offer E,95.15,196.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
13,Offer D,93.8,1261.0,Yes,Yes,Yes,No,No,Two Year,No,Stayed,Competitor
1,Offer E,20.15,20.15,No,No,No,No,No,Month-to-Month,Yes,Churned,Price
4,Offer E,29.05,129.6,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,19.75,19.75,No,No,No,No,No,Month-to-Month,Yes,Joined,Competitor
22,Offer D,59.0,1254.7,Yes,Yes,Yes,No,No,Month-to-Month,No,Churned,Dissatisfaction
2,Offer B,19.6,35.85,No,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
1,Offer E,35.9,35.9,Yes,No,No,No,No,Month-to-Month,No,Churned,Competitor
21,Offer D,68.65,1493.2,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
45,Offer B,98.7,4525.8,Yes,No,Yes,Yes,Yes,One Year,Yes,Stayed,Competitor
12,Offer D,86.55,1066.9,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,64.45,4720.0,Yes,Yes,Yes,Yes,No,Two Year,No,Stayed,Competitor
63,Offer B,74.5,4674.55,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
15,Offer B,84.3,1308.4,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
43,Offer B,80.2,3581.6,Yes,Yes,No,Yes,No,One Year,Yes,Stayed,Competitor
60,Offer B,110.0,6668.35,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
31,Offer B,59.05,1882.8,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
53,Offer B,19.55,1007.9,No,No,No,No,No,One Year,No,Stayed,Competitor
67,Offer B,54.9,3725.5,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
72,Offer B,88.55,6362.35,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
4,Offer B,20.05,85.5,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
51,Offer B,60.15,3077.0,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
15,Offer D,48.8,720.1,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
69,Offer A,19.8,1436.95,No,No,No,No,No,Two Year,No,Stayed,Competitor
4,Offer E,44.55,220.75,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer B,19.9,19.9,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
55,Offer B,100.9,5552.05,Yes,Yes,Yes,No,No,One Year,Yes,Stayed,Competitor
4,Offer B,42.4,146.4,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Stayed,Competitor
2,Offer E,42.6,72.4,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
45,Offer B,100.85,4740.0,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
19,Offer D,44.9,839.65,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
3,Offer E,36.45,93.7,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
28,Offer C,104.8,3046.05,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Other
23,Offer B,85.6,1868.4,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer B,20.55,20.55,No,No,No,No,No,Month-to-Month,No,Churned,Attitude
25,Offer C,48.25,1293.8,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
71,Offer A,80.4,5727.15,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
14,Offer B,76.45,1117.55,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
24,Offer B,54.6,1242.25,Yes,No,No,No,Yes,One Year,No,Stayed,Competitor
56,Offer B,101.05,5594.0,Yes,No,No,Yes,No,Two Year,Yes,Stayed,Competitor
1,Offer B,80.3,80.3,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
7,Offer B,64.2,475.0,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
5,Offer E,64.35,352.65,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,69.4,69.4,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
19,Offer D,24.85,434.8,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
7,Offer E,75.1,552.95,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
16,Offer D,73.25,1195.75,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
10,Offer D,65.9,660.05,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
72,Offer B,59.75,4265.0,Yes,Yes,Yes,No,No,Two Year,No,Stayed,Competitor
51,Offer B,94.0,4905.75,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
67,Offer B,116.1,7839.85,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
25,Offer B,69.3,1813.1,Yes,No,No,No,No,Two Year,Yes,Stayed,Competitor
45,Offer B,81.3,3541.1,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Stayed,Competitor
1,Offer E,19.3,19.3,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
30,Offer C,85.15,2555.9,Yes,No,No,No,Yes,Month-to-Month,No,Churned,Attitude
11,Offer D,90.6,1020.2,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
20,Offer D,81.0,1683.7,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
70,Offer A,114.3,8244.3,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
38,Offer B,62.3,2354.8,Yes,No,No,Yes,Yes,One Year,Yes,Churned,Dissatisfaction
1,Offer B,24.8,24.8,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
3,Offer E,98.7,293.65,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Churned,Attitude
64,Offer B,104.4,6721.6,Yes,Yes,No,No,Yes,One Year,Yes,Stayed,Competitor
65,Offer B,19.55,1218.65,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
9,Offer E,94.75,889.9,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
60,Offer B,64.75,4039.5,Yes,Yes,No,Yes,Yes,One Year,No,Stayed,Competitor
35,Offer B,21.45,705.45,No,No,No,No,No,Two Year,No,Stayed,Competitor
11,Offer D,34.7,383.55,Yes,No,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
33,Offer B,24.5,740.3,No,No,No,No,No,Two Year,Yes,Churned,Price
36,Offer B,85.85,3003.55,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
3,Offer B,89.85,244.45,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Joined,Competitor
31,Offer B,99.45,3109.9,Yes,No,No,Yes,Yes,Two Year,No,Stayed,Competitor
27,Offer B,19.4,460.25,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
40,Offer B,79.2,3233.85,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Churned,Price
3,Offer E,44.3,134.5,Yes,No,No,No,No,Month-to-Month,No,Churned,Price
52,Offer B,39.1,1982.1,Yes,Yes,Yes,No,Yes,Two Year,No,Stayed,Competitor
21,Offer D,80.35,1747.2,Yes,Yes,No,No,No,Month-to-Month,No,Stayed,Competitor
24,Offer B,66.3,1559.45,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
67,Offer B,88.4,5798.3,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
10,Offer B,54.5,568.2,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
8,Offer E,70.7,553.4,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
6,Offer B,18.95,110.15,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
21,Offer B,97.35,2119.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
65,Offer B,19.9,1292.6,No,No,No,No,No,Two Year,No,Stayed,Competitor
72,Offer A,84.5,6130.85,Yes,No,No,No,No,Two Year,Yes,Stayed,Competitor
66,Offer A,90.95,5930.05,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
66,Offer A,91.7,6075.9,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
47,Offer B,103.1,4889.3,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
4,Offer B,20.7,83.75,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
21,Offer D,19.6,397.0,No,No,No,No,No,Two Year,No,Stayed,Competitor
25,Offer B,74.6,1797.75,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
24,Offer B,90.55,2282.55,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Other
72,Offer A,24.9,1859.2,No,No,No,No,No,Two Year,No,Stayed,Competitor
36,Offer B,94.8,3565.65,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
49,Offer B,39.2,1838.15,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,19.6,19.6,No,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
18,Offer B,83.25,1611.15,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Stayed,Competitor
15,Offer B,75.1,1151.55,Yes,Yes,No,No,No,Month-to-Month,No,Stayed,Competitor
8,Offer B,75.0,632.95,Yes,Yes,No,No,No,Month-to-Month,No,Churned,Dissatisfaction
8,Offer E,85.65,659.45,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
54,Offer B,65.25,3529.95,Yes,No,No,Yes,Yes,One Year,No,Stayed,Competitor
42,Offer B,-7.0,2386.85,Yes,Yes,No,No,No,One Year,No,Stayed,Competitor
13,Offer B,25.0,332.5,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
66,Offer A,25.15,1683.6,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
63,Offer B,81.2,4965.1,Yes,No,No,No,Yes,One Year,Yes,Stayed,Competitor
71,Offer B,80.6,5708.2,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
15,Offer B,20.45,330.8,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
1,Offer E,69.95,69.95,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
10,Offer B,21.2,222.65,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
2,Offer B,20.1,39.8,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
15,Offer B,25.05,369.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
53,Offer B,110.5,5835.5,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
14,Offer D,50.75,712.75,Yes,No,No,Yes,No,Month-to-Month,Yes,Churned,Competitor
35,Offer C,19.65,708.8,No,No,No,No,No,One Year,No,Stayed,Competitor
15,Offer B,80.2,1217.25,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
43,Offer B,90.25,3838.75,Yes,No,Yes,No,No,One Year,Yes,Stayed,Competitor
72,Offer A,115.5,8425.15,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
55,Offer B,116.5,6382.55,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
66,Offer B,70.85,4738.85,Yes,No,Yes,Yes,No,One Year,Yes,Stayed,Competitor
23,Offer D,94.75,2293.6,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
40,Offer B,56.6,2379.1,Yes,No,Yes,No,No,Month-to-Month,No,Stayed,Competitor
42,Offer B,99.45,4138.05,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Churned,Dissatisfaction
15,Offer B,75.3,1147.45,Yes,No,Yes,No,No,Month-to-Month,Yes,Churned,Competitor
22,Offer B,19.6,422.5,No,No,No,No,No,One Year,No,Stayed,Competitor
56,Offer B,76.85,4275.75,Yes,No,No,No,Yes,Month-to-Month,Yes,Stayed,Competitor
72,Offer B,107.4,7748.75,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
62,Offer B,24.25,1424.6,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
71,Offer A,115.05,8016.6,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
39,Offer C,59.85,2341.5,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
50,Offer B,103.95,5231.3,Yes,Yes,No,Yes,No,One Year,Yes,Stayed,Competitor
55,Offer B,84.25,4589.85,Yes,Yes,No,Yes,No,One Year,Yes,Stayed,Competitor
40,Offer B,42.35,1716.45,Yes,Yes,Yes,Yes,No,One Year,Yes,Churned,Attitude
6,Offer E,89.25,487.05,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Stayed,Competitor
72,Offer A,68.75,4888.2,Yes,Yes,Yes,Yes,No,Two Year,No,Stayed,Competitor
69,Offer B,60.25,4055.5,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
1,Offer B,71.1,71.1,Yes,No,No,No,No,Month-to-Month,No,Joined,Competitor
63,Offer B,108.5,6991.9,Yes,Yes,Yes,Yes,No,Two Year,No,Stayed,Competitor
1,Offer B,71.35,71.35,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
66,Offer A,25.45,1699.15,No,No,No,No,No,One Year,No,Stayed,Competitor
63,Offer B,19.55,1245.6,No,No,No,No,No,Two Year,No,Stayed,Competitor
12,Offer D,21.15,306.05,No,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
62,Offer B,-10.0,2345.55,Yes,Yes,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
1,Offer B,20.2,20.2,No,No,No,No,No,Month-to-Month,No,Joined,Competitor
10,Offer D,60.2,563.5,Yes,No,No,Yes,No,Month-to-Month,No,Stayed,Competitor
49,Offer B,81.35,4060.9,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
22,Offer B,49.45,1031.4,Yes,No,No,Yes,No,One Year,Yes,Stayed,Competitor
62,Offer B,54.75,3425.35,Yes,Yes,No,Yes,No,One Year,No,Stayed,Competitor
1,Offer E,70.55,70.55,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
6,Offer B,19.5,146.3,No,No,No,No,No,Month-to-Month,No,Churned,Competitor
54,Offer B,-8.0,4931.8,Yes,No,Yes,No,No,Two Year,Yes,Stayed,Competitor
1,Offer B,79.65,79.65,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
9,Offer E,84.45,762.5,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
33,Offer C,105.35,3465.05,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
64,Offer B,86.55,5632.55,Yes,No,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
1,Offer B,69.65,69.65,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
27,Offer B,85.25,2287.25,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
16,Offer B,94.25,1483.25,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Competitor
1,Offer E,49.85,49.85,Yes,No,No,Yes,No,Month-to-Month,Yes,Joined,Competitor
65,Offer B,99.1,6496.15,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
71,Offer A,99.65,7181.25,Yes,Yes,Yes,No,Yes,One Year,Yes,Stayed,Competitor
10,Offer B,74.75,799.65,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Other
13,Offer D,-3.0,446.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
24,Offer C,21.1,490.65,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
67,Offer B,35.7,2545.7,Yes,Yes,No,No,Yes,Two Year,No,Stayed,Competitor
14,Offer D,31.1,419.7,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
24,Offer B,34.25,828.2,Yes,No,No,Yes,Yes,Two Year,No,Stayed,Competitor
70,Offer B,111.15,7737.55,Yes,Yes,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
1,Offer E,20.3,20.3,No,No,No,No,No,Month-to-Month,Yes,Churned,Price
9,Offer B,19.85,183.15,No,No,No,No,No,One Year,No,Stayed,Competitor
10,Offer B,19.5,225.85,No,No,No,No,No,One Year,No,Stayed,Competitor
65,Offer B,89.75,5769.6,Yes,Yes,Yes,Yes,No,One Year,No,Churned,Dissatisfaction
1,Offer E,45.1,45.1,Yes,No,No,No,No,Month-to-Month,No,Churned,Attitude
30,Offer C,79.3,2427.1,Yes,Yes,No,Yes,No,One Year,Yes,Stayed,Competitor
13,Offer D,44.0,659.35,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
4,Offer B,74.35,265.35,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Attitude
11,Offer D,20.0,211.95,No,No,No,No,No,One Year,No,Stayed,Competitor
62,Offer B,113.95,6891.4,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
2,Offer B,80.2,181.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
9,Offer E,94.05,811.65,Yes,No,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
71,Offer A,104.05,7413.55,Yes,No,No,Yes,No,Two Year,No,Stayed,Competitor
58,Offer B,100.35,5681.1,Yes,No,No,Yes,No,One Year,No,Stayed,Competitor
72,Offer A,24.75,1777.6,No,No,No,No,No,Two Year,No,Stayed,Competitor
10,Offer D,45.25,428.7,Yes,No,No,No,No,Month-to-Month,No,Stayed,Competitor
19,Offer D,56.2,1093.4,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
59,Offer B,76.75,4541.9,Yes,No,Yes,Yes,Yes,One Year,No,Stayed,Competitor
54,Offer B,69.9,3883.3,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
4,Offer E,95.45,396.1,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
42,Offer B,25.25,1108.2,No,No,No,No,No,Two Year,No,Stayed,Competitor
48,Offer B,111.8,5443.65,Yes,Yes,Yes,Yes,Yes,Two Year,No,Stayed,Competitor
43,Offer B,63.95,2737.05,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
68,Offer B,88.85,6132.7,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Stayed,Competitor
12,Offer D,79.8,1001.2,Yes,Yes,No,No,No,Month-to-Month,Yes,Stayed,Competitor
38,Offer B,60.0,2193.2,Yes,Yes,Yes,No,Yes,Two Year,Yes,Stayed,Competitor
14,Offer B,75.1,1013.35,Yes,No,No,No,No,Two Year,Yes,Stayed,Competitor
72,Offer B,106.3,7565.35,Yes,No,Yes,Yes,No,Two Year,Yes,Stayed,Competitor
11,Offer B,50.55,565.35,Yes,Yes,No,No,No,Month-to-Month,No,Stayed,Competitor
17,Offer B,56.1,946.95,Yes,Yes,Yes,No,No,One Year,No,Stayed,Competitor
10,Offer D,40.7,449.3,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Stayed,Competitor
4,Offer E,72.2,305.55,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Dissatisfaction
39,Offer B,105.65,4284.8,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Attitude
23,Offer B,106.4,2483.5,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Churned,Dissatisfaction
9,Offer B,101.5,906.85,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Stayed,Competitor
4,Offer B,69.55,284.9,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
36,Offer B,104.5,3684.95,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Stayed,Competitor
6,Offer B,49.25,255.6,Yes,No,No,No,Yes,One Year,Yes,Stayed,Competitor
72,Offer B,84.9,6065.3,Yes,Yes,No,Yes,Yes,Two Year,Yes,Stayed,Competitor
7,Offer B,79.65,604.7,Yes,Yes,No,No,No,Month-to-Month,Yes,Churned,Attitude
56,Offer B,20.05,1090.1,No,No,No,No,No,Two Year,No,Stayed,Competitor
6,Offer B,85.95,514.6,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
49,Offer B,103.0,5166.2,Yes,Yes,Yes,Yes,Yes,One Year,No,Stayed,Competitor
15,Offer B,19.75,311.6,No,No,No,No,No,Month-to-Month,No,Stayed,Competitor
23,Offer D,19.65,451.55,No,No,No,No,No,Two Year,Yes,Stayed,Competitor
54,Offer B,80.6,4299.95,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
71,Offer A,81.85,5924.4,Yes,Yes,No,Yes,Yes,Two Year,No,Stayed,Competitor
34,Offer B,49.8,1734.2,Yes,No,Yes,No,No,Month-to-Month,Yes,Stayed,Competitor
42,Offer B,22.95,1014.25,No,No,No,No,No,Two Year,No,Stayed,Competitor
8,Offer E,19.6,125.0,No,No,No,No,No,Two Year,No,Stayed,Competitor
39,Offer C,73.15,2730.85,Yes,No,No,No,No,Month-to-Month,Yes,Stayed,Competitor
1,Offer E,93.85,93.85,Yes,No,No,No,No,Month-to-Month,Yes,Churned,Competitor
